1	1	1
1	1	2
1	2	2
1	2	3
2	2	2
1	3	3
2	2	3
1	3	4
2	2	4
2	3	3
1	4	4
2	3	4
3	3	3
1	4	5
2	3	5
2	4	4
3	3	4
1	5	5
2	4	5
3	3	5
3	4	4
1	5	6
2	4	6
2	5	5
3	3	6
3	4	5
4	4	4
1	6	6
2	5	6
3	4	6
3	5	5
4	4	5
1	6	7
2	5	7
2	6	6
3	4	7
3	5	6
4	4	6
4	5	5
1	7	7
2	6	7
3	5	7
3	6	6
4	4	7
4	5	6
5	5	5
1	7	8
2	6	8
2	7	7
3	5	8
3	6	7
4	4	8
4	5	7
4	6	6
5	5	6
1	8	8
2	7	8
3	6	8
3	7	7
4	5	8
4	6	7
5	5	7
5	6	6
1	8	9
2	7	9
2	8	8
3	6	9
3	7	8
4	5	9
4	6	8
4	7	7
5	5	8
5	6	7
6	6	6
1	9	9
2	8	9
3	7	9
3	8	8
4	6	9
4	7	8
5	5	9
5	6	8
5	7	7
6	6	7
1	9	10
2	8	10
2	9	9
3	7	10
3	8	9
4	6	10
4	7	9
4	8	8
5	5	10
5	6	9
5	7	8
6	6	8
6	7	7
1	10	10
2	9	10
3	8	10
3	9	9
4	7	10
4	8	9
5	6	10
5	7	9
5	8	8
6	6	9
6	7	8
7	7	7
1	10	11
2	9	11
2	10	10
3	8	11
3	9	10
4	7	11
4	8	10
4	9	9
5	6	11
5	7	10
5	8	9
6	6	10
6	7	9
6	8	8
7	7	8
1	11	11
2	10	11
3	9	11
3	10	10
4	8	11
4	9	10
5	7	11
5	8	10
5	9	9
6	6	11
6	7	10
6	8	9
7	7	9
7	8	8
1	11	12
2	10	12
2	11	11
3	9	12
3	10	11
4	8	12
4	9	11
4	10	10
5	7	12
5	8	11
5	9	10
6	6	12
6	7	11
6	8	10
6	9	9
7	7	10
7	8	9
8	8	8
1	12	12
2	11	12
3	10	12
3	11	11
4	9	12
4	10	11
5	8	12
5	9	11
5	10	10
6	7	12
6	8	11
6	9	10
7	7	11
7	8	10
7	9	9
8	8	9
1	12	13
2	11	13
2	12	12
3	10	13
3	11	12
4	9	13
4	10	12
4	11	11
5	8	13
5	9	12
5	10	11
6	7	13
6	8	12
6	9	11
6	10	10
7	7	12
7	8	11
7	9	10
8	8	10
8	9	9
1	13	13
2	12	13
3	11	13
3	12	12
4	10	13
4	11	12
5	9	13
5	10	12
5	11	11
6	8	13
6	9	12
6	10	11
7	7	13
7	8	12
7	9	11
7	10	10
8	8	11
8	9	10
9	9	9
1	13	14
2	12	14
2	13	13
3	11	14
3	12	13
4	10	14
4	11	13
4	12	12
5	9	14
5	10	13
5	11	12
6	8	14
6	9	13
6	10	12
6	11	11
7	7	14
7	8	13
7	9	12
7	10	11
8	8	12
8	9	11
8	10	10
9	9	10
1	14	14
2	13	14
3	12	14
3	13	13
4	11	14
4	12	13
5	10	14
5	11	13
5	12	12
6	9	14
6	10	13
6	11	12
7	8	14
7	9	13
7	10	12
7	11	11
8	8	13
8	9	12
8	10	11
9	9	11
9	10	10
1	14	15
2	13	15
2	14	14
3	12	15
3	13	14
4	11	15
4	12	14
4	13	13
5	10	15
5	11	14
5	12	13
6	9	15
6	10	14
6	11	13
6	12	12
7	8	15
7	9	14
7	10	13
7	11	12
8	8	14
8	9	13
8	10	12
8	11	11
9	9	12
9	10	11
10	10	10
1	15	15
2	14	15
3	13	15
3	14	14
4	12	15
4	13	14
5	11	15
5	12	14
5	13	13
6	10	15
6	11	14
6	12	13
7	9	15
7	10	14
7	11	13
7	12	12
8	8	15
8	9	14
8	10	13
8	11	12
9	9	13
9	10	12
9	11	11
10	10	11
1	15	16
2	14	16
2	15	15
3	13	16
3	14	15
4	12	16
4	13	15
4	14	14
5	11	16
5	12	15
5	13	14
6	10	16
6	11	15
6	12	14
6	13	13
7	9	16
7	10	15
7	11	14
7	12	13
8	8	16
8	9	15
8	10	14
8	11	13
8	12	12
9	9	14
9	10	13
9	11	12
10	10	12
10	11	11
1	16	16
2	15	16
3	14	16
3	15	15
4	13	16
4	14	15
5	12	16
5	13	15
5	14	14
6	11	16
6	12	15
6	13	14
7	10	16
7	11	15
7	12	14
7	13	13
8	9	16
8	10	15
8	11	14
8	12	13
9	9	15
9	10	14
9	11	13
9	12	12
10	10	13
10	11	12
11	11	11
1	16	17
2	15	17
2	16	16
3	14	17
3	15	16
4	13	17
4	14	16
4	15	15
5	12	17
5	13	16
5	14	15
6	11	17
6	12	16
6	13	15
6	14	14
7	10	17
7	11	16
7	12	15
7	13	14
8	9	17
8	10	16
8	11	15
8	12	14
8	13	13
9	9	16
9	10	15
9	11	14
9	12	13
10	10	14
10	11	13
10	12	12
11	11	12
1	17	17
2	16	17
3	15	17
3	16	16
4	14	17
4	15	16
5	13	17
5	14	16
5	15	15
6	12	17
6	13	16
6	14	15
7	11	17
7	12	16
7	13	15
7	14	14
8	10	17
8	11	16
8	12	15
8	13	14
9	9	17
9	10	16
9	11	15
9	12	14
9	13	13
10	10	15
10	11	14
10	12	13
11	11	13
11	12	12
1	17	18
2	16	18
2	17	17
3	15	18
3	16	17
4	14	18
4	15	17
4	16	16
5	13	18
5	14	17
5	15	16
6	12	18
6	13	17
6	14	16
6	15	15
7	11	18
7	12	17
7	13	16
7	14	15
8	10	18
8	11	17
8	12	16
8	13	15
8	14	14
9	9	18
9	10	17
9	11	16
9	12	15
9	13	14
10	10	16
10	11	15
10	12	14
10	13	13
11	11	14
11	12	13
12	12	12
1	18	18
2	17	18
3	16	18
3	17	17
4	15	18
4	16	17
5	14	18
5	15	17
5	16	16
6	13	18
6	14	17
6	15	16
7	12	18
7	13	17
7	14	16
7	15	15
8	11	18
8	12	17
8	13	16
8	14	15
9	10	18
9	11	17
9	12	16
9	13	15
9	14	14
10	10	17
10	11	16
10	12	15
10	13	14
11	11	15
11	12	14
11	13	13
12	12	13
1	18	19
2	17	19
2	18	18
3	16	19
3	17	18
4	15	19
4	16	18
4	17	17
5	14	19
5	15	18
5	16	17
6	13	19
6	14	18
6	15	17
6	16	16
7	12	19
7	13	18
7	14	17
7	15	16
8	11	19
8	12	18
8	13	17
8	14	16
8	15	15
9	10	19
9	11	18
9	12	17
9	13	16
9	14	15
10	10	18
10	11	17
10	12	16
10	13	15
10	14	14
11	11	16
11	12	15
11	13	14
12	12	14
12	13	13
1	19	19
2	18	19
3	17	19
3	18	18
4	16	19
4	17	18
5	15	19
5	16	18
5	17	17
6	14	19
6	15	18
6	16	17
7	13	19
7	14	18
7	15	17
7	16	16
8	12	19
8	13	18
8	14	17
8	15	16
9	11	19
9	12	18
9	13	17
9	14	16
9	15	15
10	10	19
10	11	18
10	12	17
10	13	16
10	14	15
11	11	17
11	12	16
11	13	15
11	14	14
12	12	15
12	13	14
13	13	13
1	19	20
2	18	20
2	19	19
3	17	20
3	18	19
4	16	20
4	17	19
4	18	18
5	15	20
5	16	19
5	17	18
6	14	20
6	15	19
6	16	18
6	17	17
7	13	20
7	14	19
7	15	18
7	16	17
8	12	20
8	13	19
8	14	18
8	15	17
8	16	16
9	11	20
9	12	19
9	13	18
9	14	17
9	15	16
10	10	20
10	11	19
10	12	18
10	13	17
10	14	16
10	15	15
11	11	18
11	12	17
11	13	16
11	14	15
12	12	16
12	13	15
12	14	14
13	13	14
1	20	20
2	19	20
3	18	20
3	19	19
4	17	20
4	18	19
5	16	20
5	17	19
5	18	18
6	15	20
6	16	19
6	17	18
7	14	20
7	15	19
7	16	18
7	17	17
8	13	20
8	14	19
8	15	18
8	16	17
9	12	20
9	13	19
9	14	18
9	15	17
9	16	16
10	11	20
10	12	19
10	13	18
10	14	17
10	15	16
11	11	19
11	12	18
11	13	17
11	14	16
11	15	15
12	12	17
12	13	16
12	14	15
13	13	15
13	14	14
1	20	21
2	19	21
2	20	20
3	18	21
3	19	20
4	17	21
4	18	20
4	19	19
5	16	21
5	17	20
5	18	19
6	15	21
6	16	20
6	17	19
6	18	18
7	14	21
7	15	20
7	16	19
7	17	18
8	13	21
8	14	20
8	15	19
8	16	18
8	17	17
9	12	21
9	13	20
9	14	19
9	15	18
9	16	17
10	11	21
10	12	20
10	13	19
10	14	18
10	15	17
10	16	16
11	11	20
11	12	19
11	13	18
11	14	17
11	15	16
12	12	18
12	13	17
12	14	16
12	15	15
13	13	16
13	14	15
14	14	14
1	21	21
2	20	21
3	19	21
3	20	20
4	18	21
4	19	20
5	17	21
5	18	20
5	19	19
6	16	21
6	17	20
6	18	19
7	15	21
7	16	20
7	17	19
7	18	18
8	14	21
8	15	20
8	16	19
8	17	18
9	13	21
9	14	20
9	15	19
9	16	18
9	17	17
10	12	21
10	13	20
10	14	19
10	15	18
10	16	17
11	11	21
11	12	20
11	13	19
11	14	18
11	15	17
11	16	16
12	12	19
12	13	18
12	14	17
12	15	16
13	13	17
13	14	16
13	15	15
14	14	15
1	21	22
2	20	22
2	21	21
3	19	22
3	20	21
4	18	22
4	19	21
4	20	20
5	17	22
5	18	21
5	19	20
6	16	22
6	17	21
6	18	20
6	19	19
7	15	22
7	16	21
7	17	20
7	18	19
8	14	22
8	15	21
8	16	20
8	17	19
8	18	18
9	13	22
9	14	21
9	15	20
9	16	19
9	17	18
10	12	22
10	13	21
10	14	20
10	15	19
10	16	18
10	17	17
11	11	22
11	12	21
11	13	20
11	14	19
11	15	18
11	16	17
12	12	20
12	13	19
12	14	18
12	15	17
12	16	16
13	13	18
13	14	17
13	15	16
14	14	16
14	15	15
1	22	22
2	21	22
3	20	22
3	21	21
4	19	22
4	20	21
5	18	22
5	19	21
5	20	20
6	17	22
6	18	21
6	19	20
7	16	22
7	17	21
7	18	20
7	19	19
8	15	22
8	16	21
8	17	20
8	18	19
9	14	22
9	15	21
9	16	20
9	17	19
9	18	18
10	13	22
10	14	21
10	15	20
10	16	19
10	17	18
11	12	22
11	13	21
11	14	20
11	15	19
11	16	18
11	17	17
12	12	21
12	13	20
12	14	19
12	15	18
12	16	17
13	13	19
13	14	18
13	15	17
13	16	16
14	14	17
14	15	16
15	15	15
1	22	23
2	21	23
2	22	22
3	20	23
3	21	22
4	19	23
4	20	22
4	21	21
5	18	23
5	19	22
5	20	21
6	17	23
6	18	22
6	19	21
6	20	20
7	16	23
7	17	22
7	18	21
7	19	20
8	15	23
8	16	22
8	17	21
8	18	20
8	19	19
9	14	23
9	15	22
9	16	21
9	17	20
9	18	19
10	13	23
10	14	22
10	15	21
10	16	20
10	17	19
10	18	18
11	12	23
11	13	22
11	14	21
11	15	20
11	16	19
11	17	18
12	12	22
12	13	21
12	14	20
12	15	19
12	16	18
12	17	17
13	13	20
13	14	19
13	15	18
13	16	17
14	14	18
14	15	17
14	16	16
15	15	16
1	23	23
2	22	23
3	21	23
3	22	22
4	20	23
4	21	22
5	19	23
5	20	22
5	21	21
6	18	23
6	19	22
6	20	21
7	17	23
7	18	22
7	19	21
7	20	20
8	16	23
8	17	22
8	18	21
8	19	20
9	15	23
9	16	22
9	17	21
9	18	20
9	19	19
10	14	23
10	15	22
10	16	21
10	17	20
10	18	19
11	13	23
11	14	22
11	15	21
11	16	20
11	17	19
11	18	18
12	12	23
12	13	22
12	14	21
12	15	20
12	16	19
12	17	18
13	13	21
13	14	20
13	15	19
13	16	18
13	17	17
14	14	19
14	15	18
14	16	17
15	15	17
15	16	16
1	23	24
2	22	24
2	23	23
3	21	24
3	22	23
4	20	24
4	21	23
4	22	22
5	19	24
5	20	23
5	21	22
6	18	24
6	19	23
6	20	22
6	21	21
7	17	24
7	18	23
7	19	22
7	20	21
8	16	24
8	17	23
8	18	22
8	19	21
8	20	20
9	15	24
9	16	23
9	17	22
9	18	21
9	19	20
10	14	24
10	15	23
10	16	22
10	17	21
10	18	20
10	19	19
11	13	24
11	14	23
11	15	22
11	16	21
11	17	20
11	18	19
12	12	24
12	13	23
12	14	22
12	15	21
12	16	20
12	17	19
12	18	18
13	13	22
13	14	21
13	15	20
13	16	19
13	17	18
14	14	20
14	15	19
14	16	18
14	17	17
15	15	18
15	16	17
16	16	16
1	24	24
2	23	24
3	22	24
3	23	23
4	21	24
4	22	23
5	20	24
5	21	23
5	22	22
6	19	24
6	20	23
6	21	22
7	18	24
7	19	23
7	20	22
7	21	21
8	17	24
8	18	23
8	19	22
8	20	21
9	16	24
9	17	23
9	18	22
9	19	21
9	20	20
10	15	24
10	16	23
10	17	22
10	18	21
10	19	20
11	14	24
11	15	23
11	16	22
11	17	21
11	18	20
11	19	19
12	13	24
12	14	23
12	15	22
12	16	21
12	17	20
12	18	19
13	13	23
13	14	22
13	15	21
13	16	20
13	17	19
13	18	18
14	14	21
14	15	20
14	16	19
14	17	18
15	15	19
15	16	18
15	17	17
16	16	17
1	24	25
2	23	25
2	24	24
3	22	25
3	23	24
4	21	25
4	22	24
4	23	23
5	20	25
5	21	24
5	22	23
6	19	25
6	20	24
6	21	23
6	22	22
7	18	25
7	19	24
7	20	23
7	21	22
8	17	25
8	18	24
8	19	23
8	20	22
8	21	21
9	16	25
9	17	24
9	18	23
9	19	22
9	20	21
10	15	25
10	16	24
10	17	23
10	18	22
10	19	21
10	20	20
11	14	25
11	15	24
11	16	23
11	17	22
11	18	21
11	19	20
12	13	25
12	14	24
12	15	23
12	16	22
12	17	21
12	18	20
12	19	19
13	13	24
13	14	23
13	15	22
13	16	21
13	17	20
13	18	19
14	14	22
14	15	21
14	16	20
14	17	19
14	18	18
15	15	20
15	16	19
15	17	18
16	16	18
16	17	17
1	25	25
2	24	25
3	23	25
3	24	24
4	22	25
4	23	24
5	21	25
5	22	24
5	23	23
6	20	25
6	21	24
6	22	23
7	19	25
7	20	24
7	21	23
7	22	22
8	18	25
8	19	24
8	20	23
8	21	22
9	17	25
9	18	24
9	19	23
9	20	22
9	21	21
10	16	25
10	17	24
10	18	23
10	19	22
10	20	21
11	15	25
11	16	24
11	17	23
11	18	22
11	19	21
11	20	20
12	14	25
12	15	24
12	16	23
12	17	22
12	18	21
12	19	20
13	13	25
13	14	24
13	15	23
13	16	22
13	17	21
13	18	20
13	19	19
14	14	23
14	15	22
14	16	21
14	17	20
14	18	19
15	15	21
15	16	20
15	17	19
15	18	18
16	16	19
16	17	18
17	17	17
1	25	26
2	24	26
2	25	25
3	23	26
3	24	25
4	22	26
4	23	25
4	24	24
5	21	26
5	22	25
5	23	24
6	20	26
6	21	25
6	22	24
6	23	23
7	19	26
7	20	25
7	21	24
7	22	23
8	18	26
8	19	25
8	20	24
8	21	23
8	22	22
9	17	26
9	18	25
9	19	24
9	20	23
9	21	22
10	16	26
10	17	25
10	18	24
10	19	23
10	20	22
10	21	21
11	15	26
11	16	25
11	17	24
11	18	23
11	19	22
11	20	21
12	14	26
12	15	25
12	16	24
12	17	23
12	18	22
12	19	21
12	20	20
13	13	26
13	14	25
13	15	24
13	16	23
13	17	22
13	18	21
13	19	20
14	14	24
14	15	23
14	16	22
14	17	21
14	18	20
14	19	19
15	15	22
15	16	21
15	17	20
15	18	19
16	16	20
16	17	19
16	18	18
17	17	18
1	26	26
2	25	26
3	24	26
3	25	25
4	23	26
4	24	25
5	22	26
5	23	25
5	24	24
6	21	26
6	22	25
6	23	24
7	20	26
7	21	25
7	22	24
7	23	23
8	19	26
8	20	25
8	21	24
8	22	23
9	18	26
9	19	25
9	20	24
9	21	23
9	22	22
10	17	26
10	18	25
10	19	24
10	20	23
10	21	22
11	16	26
11	17	25
11	18	24
11	19	23
11	20	22
11	21	21
12	15	26
12	16	25
12	17	24
12	18	23
12	19	22
12	20	21
13	14	26
13	15	25
13	16	24
13	17	23
13	18	22
13	19	21
13	20	20
14	14	25
14	15	24
14	16	23
14	17	22
14	18	21
14	19	20
15	15	23
15	16	22
15	17	21
15	18	20
15	19	19
16	16	21
16	17	20
16	18	19
17	17	19
17	18	18
1	26	27
2	25	27
2	26	26
3	24	27
3	25	26
4	23	27
4	24	26
4	25	25
5	22	27
5	23	26
5	24	25
6	21	27
6	22	26
6	23	25
6	24	24
7	20	27
7	21	26
7	22	25
7	23	24
8	19	27
8	20	26
8	21	25
8	22	24
8	23	23
9	18	27
